Query_ID	Doc_ID	Rank	Score
13	94	10	83.0
14	1313	1	31.0
14	798	2	30.0
14	64	3	24.0
14	132	4	22.0
14	329	5	20.0
14	170	6	16.0
14	272	7	15.0
14	721	8	15.0
14	1156	9	15.0
14	1319	10	15.0
15	131	1	38.0
15	1313	2	36.0
15	798	3	33.0
15	1201	4	30.0
15	792	5	29.0
15	499	6	28.0
15	927	7	28.0
15	826	8	27.0
15	1147	9	27.0
15	73	10	26.0
16	1201	1	147.0
16	1313	2	145.0
16	798	3	125.0
16	1239	4	122.0
16	329	5	112.0
16	927	6	111.0
16	89	7	102.0
16	131	8	102.0
16	417	9	101.0
16	499	10	100.0
17	1201	1	164.0
17	1313	2	162.0
17	798	3	137.0
17	1239	4	132.0
17	329	5	119.0
17	131	6	113.0
17	89	7	112.0
17	927	8	112.0
17	417	9	107.0
17	499	10	107.0
18	798	1	62.0
18	1201	2	61.0
18	1040	3	58.0
18	1313	4	57.0
18	234	5	53.0
18	189	6	52.0
18	721	7	49.0
18	792	8	49.0
18	927	9	47.0
18	947	10	46.0
19	1313	1	143.0
19	1201	2	135.0
19	798	3	121.0
19	329	4	108.0
19	417	5	100.0
19	89	6	94.0
19	721	7	92.0
19	499	8	91.0
19	1239	9	91.0
19	927	10	89.0
20	1201	1	153.0
20	798	2	131.0
20	1313	3	129.0
20	329	4	114.0
20	89	5	102.0
20	927	6	100.0
20	131	7	94.0
20	721	8	92.0
20	73	9	88.0
20	1040	10	88.0
21	1201	1	136.0
21	1313	2	126.0
21	798	3	117.0
21	329	4	111.0
21	417	5	86.0
21	452	6	85.0
21	94	7	84.0
21	721	8	79.0
21	927	9	77.0
21	1239	10	77.0
22	1201	1	173.0
22	1313	2	165.0
22	798	3	149.0
22	1147	4	116.0
22	329	5	114.0
22	94	6	113.0
22	499	7	112.0
22	1239	8	110.0
22	417	9	109.0
22	89	10	106.0
23	798	1	39.0
23	202	2	30.0
23	244	3	26.0
23	1040	4	25.0
23	315	5	23.0
23	329	6	23.0
23	262	7	21.0
23	272	8	21.0
23	364	9	20.0
23	826	10	20.0
24	1201	1	116.0
24	1313	2	107.0
24	798	3	91.0
24	329	4	87.0
24	89	5	71.0
24	1040	6	70.0
24	1239	7	70.0
24	417	8	69.0
24	1244	9	69.0
24	452	10	67.0
25	1313	1	147.0
25	798	2	141.0
25	1201	3	141.0
25	329	4	116.0
25	417	5	106.0
25	927	6	104.0
25	89	7	101.0
25	1239	8	97.0
25	131	9	93.0
25	721	10	92.0
26	1201	1	198.0
26	798	2	187.0
26	1313	3	174.0
26	329	4	166.0
26	89	5	142.0
26	417	6	134.0
26	94	7	128.0
26	272	8	121.0
26	927	9	120.0
26	1040	10	120.0
27	1201	1	172.0
27	1313	2	137.0
27	798	3	128.0
27	417	4	99.0
27	329	5	98.0
27	94	6	95.0
27	131	7	93.0
27	499	8	91.0
27	89	9	90.0
27	1239	10	90.0
28	1201	1	128.0
28	1313	2	114.0
28	798	3	110.0
28	329	4	87.0
28	131	5	81.0
28	417	6	79.0
28	89	7	77.0
28	73	8	76.0
28	499	9	76.0
28	927	10	75.0
29	1201	1	169.0
29	798	2	149.0
29	1313	3	146.0
29	417	4	106.0
29	1040	5	105.0
29	927	6	103.0
29	329	7	101.0
29	792	8	101.0
29	1239	9	101.0
29	94	10	99.0
30	798	1	22.0
30	189	2	15.0
30	792	3	15.0
30	1040	4	15.0
30	25	5	13.0
30	97	6	13.0
30	420	7	13.0
30	779	8	13.0
30	927	9	12.0
30	193	10	11.0
32	329	1	52.0
32	1313	2	42.0
32	1039	3	40.0
32	49	4	39.0
32	315	5	39.0
32	1248	6	38.0
32	193	7	37.0
32	225	8	37.0
32	798	9	36.0
32	94	10	35.0
33	329	1	45.0
33	721	2	43.0
33	695	3	40.0
33	1313	4	38.0
33	947	5	37.0
33	185	6	36.0
33	792	7	36.0
33	89	8	35.0
33	244	9	35.0
33	272	10	35.0
34	1313	1	31.0
34	798	2	30.0
34	272	3	29.0
34	140	4	28.0
34	695	5	26.0
34	185	6	25.0
34	529	7	24.0
34	721	8	24.0
34	1040	9	24.0
34	25	10	23.0
35	329	1	39.0
35	798	2	29.0
35	315	3	28.0
35	792	4	28.0
35	927	5	28.0
35	89	6	26.0
35	1040	7	26.0
35	452	8	24.0
35	704	9	23.0
35	739	10	23.0
36	1313	1	48.0
36	1040	2	42.0
36	272	3	41.0
36	798	4	41.0
36	49	5	40.0
36	329	6	38.0
36	140	7	37.0
36	962	8	37.0
36	1268	9	37.0
36	662	10	34.0
37	189	1	27.0
37	329	2	26.0
37	452	3	26.0
37	315	4	25.0
37	94	5	24.0
37	179	6	23.0
37	282	7	23.0
37	188	8	22.0
37	927	9	22.0
37	160	10	21.0
38	1201	1	151.0
38	798	2	131.0
38	329	3	110.0
38	1313	4	107.0
38	89	5	89.0
38	1239	6	89.0
38	272	7	88.0
38	927	8	88.0
38	1040	9	88.0
38	452	10	80.0
39	272	1	41.0
39	315	2	40.0
39	798	3	33.0
39	1268	4	27.0
39	329	5	26.0
39	89	6	25.0
39	244	7	21.0
39	1154	8	21.0
39	24	9	20.0
39	364	10	19.0
40	315	1	30.0
40	272	2	28.0
40	329	3	24.0
40	89	4	21.0
40	798	5	20.0
40	1201	6	19.0
40	976	7	18.0
40	244	8	17.0
40	373	9	17.0
40	536	10	17.0
41	1201	1	135.0
41	329	2	119.0
41	1313	3	118.0
41	798	4	117.0
41	417	5	97.0
41	433	6	97.0
41	927	7	94.0
41	1239	8	88.0
41	452	9	86.0
41	89	10	84.0
42	1201	1	148.0
42	1313	2	137.0
42	798	3	120.0
42	329	4	114.0
42	417	5	107.0
42	94	6	103.0
42	1239	7	98.0
42	262	8	93.0
42	1040	9	90.0
42	1147	10	90.0
43	1201	1	119.0
43	1313	2	114.0
43	329	3	111.0
43	798	4	108.0
43	89	5	93.0
43	417	6	85.0
43	1040	7	84.0
43	927	8	82.0
43	1047	9	82.0
43	1239	10	82.0
44	1201	1	138.0
44	1313	2	119.0
44	798	3	109.0
44	329	4	94.0
44	89	5	82.0
44	927	6	82.0
44	417	7	81.0
44	131	8	80.0
44	1040	9	79.0
44	452	10	77.0
45	1201	1	132.0
45	798	2	123.0
45	1313	3	123.0
45	329	4	104.0
45	131	5	88.0
45	1040	6	87.0
45	73	7	84.0
45	417	8	81.0
45	721	9	81.0
45	89	10	80.0
46	1201	1	191.0
46	798	2	169.0
46	1313	3	160.0
46	329	4	131.0
46	94	5	112.0
46	417	6	111.0
46	89	7	110.0
46	1040	8	109.0
46	927	9	106.0
46	1239	10	104.0
47	1201	1	117.0
47	329	2	106.0
47	1313	3	93.0
47	798	4	82.0
47	160	5	73.0
47	417	6	73.0
47	94	7	72.0
47	452	8	71.0
47	1040	9	69.0
47	927	10	65.0
48	797	1	26.0
48	334	2	21.0
48	1300	3	19.0
48	685	4	17.0
48	712	5	17.0
48	683	6	16.0
48	526	7	15.0
48	902	8	15.0
48	976	9	15.0
48	433	10	14.0
49	1201	1	119.0
49	798	2	110.0
49	1313	3	97.0
49	329	4	96.0
49	417	5	82.0
49	94	6	77.0
49	1040	7	77.0
49	272	8	73.0
49	1239	9	70.0
49	721	10	69.0
50	1201	1	143.0
50	798	2	142.0
50	1313	3	128.0
50	329	4	104.0
50	1040	5	95.0
50	89	6	89.0
50	927	7	87.0
50	131	8	86.0
50	73	9	84.0
50	1239	10	84.0
51	1201	1	184.0
51	798	2	182.0
51	1313	3	171.0
51	329	4	134.0
51	89	5	125.0
51	94	6	118.0
51	1040	7	118.0
51	927	8	116.0
51	1239	9	113.0
51	417	10	110.0
52	1201	1	176.0
52	798	2	162.0
52	1313	3	156.0
52	329	4	128.0
52	89	5	110.0
52	94	6	106.0
52	1040	7	106.0
52	1244	8	106.0
52	272	9	105.0
52	1239	10	104.0
53	1313	1	155.0
53	1201	2	153.0
53	798	3	138.0
53	329	4	125.0
53	1239	5	121.0
53	89	6	117.0
53	927	7	116.0
53	721	8	109.0
53	131	9	100.0
53	417	10	100.0
54	1201	1	184.0
54	1313	2	164.0
54	798	3	134.0
54	329	4	127.0
54	417	5	109.0
54	89	6	107.0
54	721	7	105.0
54	1040	8	105.0
54	94	9	104.0
54	1239	10	104.0
55	1201	1	116.0
55	1313	2	112.0
55	798	3	110.0
55	329	4	101.0
55	94	5	80.0
55	417	6	78.0
55	272	7	76.0
55	1239	8	74.0
55	1244	9	74.0
55	721	10	73.0
56	753	1	38.0
56	1313	2	35.0
56	1147	3	33.0
56	640	4	31.0
56	14	5	30.0
56	49	6	28.0
56	244	7	28.0
56	798	8	28.0
56	576	9	27.0
56	77	10	25.0
57	1201	1	134.0
57	798	2	113.0
57	1313	3	102.0
57	329	4	101.0
57	927	5	86.0
57	89	6	82.0
57	452	7	82.0
57	417	8	77.0
57	94	9	76.0
57	160	10	71.0
58	1201	1	173.0
58	1313	2	172.0
58	798	3	143.0
58	329	4	115.0
58	1239	5	114.0
58	94	6	110.0
58	89	7	109.0
58	1040	8	109.0
58	417	9	107.0
58	927	10	107.0
59	1201	1	38.0
59	272	2	34.0
59	329	3	34.0
59	798	4	34.0
59	24	5	28.0
59	94	6	27.0
59	89	7	24.0
59	563	8	24.0
59	1244	9	24.0
59	304	10	23.0
60	1201	1	176.0
60	798	2	151.0
60	1313	3	145.0
60	329	4	130.0
60	417	5	122.0
60	499	6	107.0
60	94	7	106.0
60	89	8	104.0
60	131	9	100.0
60	927	10	98.0
61	1201	1	112.0
61	329	2	105.0
61	1313	3	101.0
61	798	4	84.0
61	417	5	83.0
61	94	6	77.0
61	452	7	75.0
61	1040	8	74.0
61	272	9	72.0
61	522	10	72.0
62	1201	1	218.0
62	798	2	182.0
62	1313	3	176.0
62	329	4	163.0
62	89	5	135.0
62	417	6	131.0
62	94	7	123.0
62	452	8	115.0
62	927	9	114.0
62	1239	10	113.0
63	798	1	56.0
63	131	2	43.0
63	1040	3	42.0
63	1313	4	42.0
63	721	5	41.0
63	96	6	38.0
63	792	7	38.0
63	1201	8	37.0
63	189	9	36.0
63	695	10	36.0
64	1201	1	169.0
64	1313	2	157.0
64	798	3	142.0
64	329	4	132.0
64	1047	5	114.0
64	89	6	112.0
64	262	7	109.0
64	1147	8	105.0
64	131	9	104.0
64	1040	10	104.0
65	798	1	133.0
65	1201	2	129.0
65	329	3	128.0
65	1313	4	114.0
65	89	5	112.0
65	1040	6	96.0
65	721	7	95.0
65	272	8	94.0
65	1244	9	93.0
65	94	10	86.0
66	1201	1	203.0
66	1313	2	186.0
66	329	3	172.0
66	798	4	172.0
66	417	5	144.0
66	89	6	133.0
66	94	7	131.0
66	1239	8	124.0
66	927	9	122.0
66	131	10	121.0
67	329	1	146.0
67	798	2	142.0
67	1201	3	132.0
67	1313	4	126.0
67	89	5	115.0
67	272	6	103.0
67	1244	7	100.0
67	417	8	99.0
67	721	9	99.0
67	94	10	98.0
68	1201	1	122.0
68	1313	2	113.0
68	329	3	102.0
68	798	4	93.0
68	94	5	80.0
68	1040	6	80.0
68	417	7	79.0
68	452	8	78.0
68	272	9	74.0
68	1239	10	74.0
69	1201	1	146.0
69	1313	2	118.0
69	329	3	115.0
69	798	4	111.0
69	94	5	88.0
69	1244	6	88.0
69	89	7	83.0
69	417	8	83.0
69	272	9	79.0
69	1239	10	76.0
70	1201	1	113.0
70	329	2	105.0
70	1313	3	100.0
70	798	4	95.0
70	1244	5	80.0
70	272	6	75.0
70	89	7	74.0
70	94	8	67.0
70	721	9	65.0
70	1239	10	65.0
71	329	1	22.0
71	798	2	22.0
71	572	3	17.0
71	1040	4	16.0
71	1214	5	14.0
71	25	6	13.0
71	272	7	13.0
71	170	8	11.0
71	234	9	11.0
71	928	10	11.0
72	1313	1	56.0
72	315	2	51.0
72	329	3	46.0
72	1040	4	44.0
72	193	5	40.0
72	272	6	40.0
72	976	7	36.0
72	798	8	35.0
72	996	9	35.0
72	1300	10	34.0
73	1201	1	142.0
73	1313	2	127.0
73	798	3	121.0
73	329	4	110.0
73	89	5	94.0
73	927	6	91.0
73	721	7	90.0
73	1040	8	88.0
73	131	9	85.0
73	73	10	84.0
74	1201	1	198.0
74	1313	2	189.0
74	798	3	165.0
74	329	4	157.0
74	89	5	139.0
74	721	6	133.0
74	1040	7	123.0
74	417	8	122.0
74	499	9	120.0
74	94	10	119.0
75	1201	1	156.0
75	798	2	139.0
75	1313	3	131.0
75	329	4	117.0
75	1040	5	111.0
75	89	6	99.0
75	73	7	96.0
75	927	8	94.0
75	721	9	93.0
75	131	10	92.0
76	1313	1	175.0
76	1201	2	159.0
76	329	3	151.0
76	798	4	147.0
76	89	5	111.0
76	1040	6	108.0
76	272	7	104.0
76	1244	8	97.0
76	417	9	96.0
76	131	10	94.0
77	1313	1	186.0
77	1201	2	177.0
77	329	3	175.0
77	798	4	163.0
77	89	5	117.0
77	417	6	116.0
77	1040	7	114.0
77	272	8	112.0
77	1244	9	104.0
77	927	10	103.0
78	1201	1	145.0
78	1313	2	139.0
78	798	3	130.0
78	329	4	116.0
78	89	5	106.0
78	721	6	97.0
78	417	7	95.0
78	927	8	94.0
78	131	9	93.0
78	499	10	91.0
79	199	1	63.0
79	1313	2	49.0
79	798	3	47.0
79	329	4	45.0
79	225	5	44.0
79	1201	6	38.0
79	315	7	36.0
79	792	8	36.0
79	685	9	35.0
79	1066	10	34.0
80	798	1	71.0
80	329	2	69.0
80	927	3	67.0
80	1313	4	67.0
80	315	5	62.0
80	89	6	60.0
80	1201	7	58.0
80	452	8	57.0
80	1147	9	56.0
80	792	10	55.0
81	329	1	56.0
81	315	2	44.0
81	1201	3	44.0
81	1313	4	44.0
81	452	5	43.0
81	94	6	41.0
81	89	7	39.0
81	798	8	39.0
81	927	9	38.0
81	1072	10	38.0
82	798	1	83.0
82	225	2	67.0
82	329	3	64.0
82	315	4	62.0
82	927	5	62.0
82	792	6	54.0
82	94	7	52.0
82	452	8	50.0
82	1040	9	48.0
82	89	10	47.0
83	1201	1	161.0
83	1313	2	133.0
83	798	3	122.0
83	329	4	96.0
83	417	5	96.0
83	89	6	88.0
83	499	7	87.0
83	94	8	86.0
83	131	9	86.0
83	1239	10	86.0
84	798	1	152.0
84	1201	2	140.0
84	1313	3	129.0
84	329	4	126.0
84	1040	5	98.0
84	94	6	97.0
84	452	7	93.0
84	927	8	93.0
84	417	9	92.0
84	89	10	90.0
85	272	1	77.0
85	798	2	75.0
85	1313	3	66.0
85	244	4	60.0
85	315	5	60.0
85	89	6	54.0
85	329	7	51.0
85	721	8	51.0
85	1040	9	50.0
85	140	10	48.0
86	798	1	56.0
86	329	2	54.0
86	244	3	48.0
86	272	4	44.0
86	1040	5	44.0
86	1313	6	44.0
86	315	7	43.0
86	928	8	42.0
86	49	9	41.0
86	1047	10	41.0
87	798	1	184.0
87	1313	2	174.0
87	1201	3	171.0
87	329	4	167.0
87	89	5	128.0
87	927	6	116.0
87	94	7	105.0
87	673	8	103.0
87	452	9	102.0
87	417	10	101.0
88	1201	1	148.0
88	1313	2	143.0
88	798	3	141.0
88	329	4	126.0
88	89	5	116.0
88	1040	6	110.0
88	499	7	107.0
88	927	8	105.0
88	721	9	104.0
88	417	10	103.0
89	1201	1	163.0
89	1313	2	142.0
89	798	3	127.0
89	1239	4	109.0
89	329	5	104.0
89	417	6	96.0
89	94	7	94.0
89	1040	8	93.0
89	272	9	90.0
89	89	10	87.0
90	798	1	42.0
90	329	2	40.0
90	272	3	38.0
90	1313	4	28.0
90	1364	5	23.0
90	1225	6	22.0
90	24	7	20.0
90	170	8	20.0
90	72	9	19.0
90	96	10	19.0
91	315	1	24.0
91	1201	2	24.0
91	1313	3	22.0
91	252	4	20.0
91	329	5	18.0
91	976	6	18.0
91	685	7	17.0
91	798	8	17.0
91	792	9	16.0
91	160	10	15.0
92	1201	1	235.0
92	1313	2	215.0
92	798	3	199.0
92	329	4	179.0
92	89	5	147.0
92	94	6	146.0
92	417	7	145.0
92	1147	8	144.0
92	262	9	141.0
92	1239	10	141.0
93	1201	1	145.0
93	329	2	139.0
93	798	3	135.0
93	1313	4	135.0
93	89	5	102.0
93	417	6	97.0
93	1047	7	97.0
93	721	8	94.0
93	244	9	91.0
93	262	10	91.0
94	1201	1	192.0
94	1313	2	161.0
94	798	3	134.0
94	329	4	133.0
94	1239	5	119.0
94	1040	6	112.0
94	89	7	110.0
94	417	8	109.0
94	1147	9	105.0
94	499	10	101.0
95	1201	1	138.0
95	1313	2	112.0
95	329	3	98.0
95	798	4	93.0
95	417	5	87.0
95	94	6	78.0
95	1040	7	76.0
95	1239	8	76.0
95	89	9	75.0
95	522	10	70.0
96	798	1	114.0
96	1201	2	114.0
96	1313	3	93.0
96	329	4	87.0
96	89	5	78.0
96	927	6	78.0
96	1040	7	76.0
96	94	8	68.0
96	452	9	68.0
96	1239	10	68.0
97	1201	1	187.0
97	1313	2	170.0
97	798	3	158.0
97	329	4	140.0
97	89	5	119.0
97	94	6	116.0
97	417	7	115.0
97	927	8	110.0
97	1147	9	106.0
97	1239	10	106.0
98	798	1	54.0
98	315	2	48.0
98	673	3	48.0
98	792	4	45.0
98	1201	5	44.0
98	329	6	40.0
98	433	7	36.0
98	1313	8	36.0
98	685	9	35.0
98	189	10	34.0
99	1201	1	89.0
99	1313	2	77.0
99	798	3	75.0
99	94	4	68.0
99	1147	5	63.0
99	329	6	58.0
99	315	7	56.0
99	262	8	55.0
99	928	9	54.0
99	962	10	54.0
100	1201	1	143.0
100	798	2	127.0
100	1313	3	124.0
100	329	4	92.0
100	1040	5	92.0
100	89	6	85.0
100	927	7	84.0
100	1239	8	84.0
100	131	9	83.0
100	417	10	81.0
101	1201	1	162.0
101	1313	2	154.0
101	798	3	143.0
101	329	4	121.0
101	417	5	105.0
101	826	6	103.0
101	89	7	100.0
101	1239	8	99.0
101	499	9	96.0
101	131	10	95.0
102	798	1	39.0
102	1313	2	38.0
102	131	3	36.0
102	673	4	31.0
102	721	5	31.0
102	792	6	31.0
102	927	7	29.0
102	1147	8	29.0
102	1201	9	29.0
102	499	10	28.0
103	1201	1	164.0
103	798	2	136.0
103	1313	3	132.0
103	329	4	99.0
103	417	5	94.0
103	1040	6	90.0
103	1239	7	90.0
103	89	8	88.0
103	131	9	87.0
103	499	10	87.0
104	1201	1	161.0
104	1313	2	159.0
104	798	3	153.0
104	329	4	131.0
104	417	5	116.0
104	89	6	109.0
104	131	7	107.0
104	721	8	107.0
104	499	9	106.0
104	1040	10	106.0
105	1201	1	170.0
105	1313	2	149.0
105	798	3	141.0
105	329	4	110.0
105	417	5	110.0
105	1040	6	107.0
105	1239	7	105.0
105	89	8	102.0
105	499	9	100.0
105	94	10	99.0
106	329	1	20.0
106	89	2	17.0
106	739	3	17.0
106	798	4	17.0
106	927	5	16.0
106	635	6	15.0
106	315	7	14.0
106	1039	8	14.0
106	1209	9	14.0
106	1290	10	14.0
107	1201	1	212.0
107	798	2	205.0
107	1313	3	205.0
107	329	4	165.0
107	89	5	142.0
107	1239	6	133.0
107	94	7	131.0
107	417	8	131.0
107	1040	9	130.0
107	721	10	129.0
108	1201	1	165.0
108	798	2	133.0
108	1313	3	133.0
108	417	4	96.0
108	329	5	95.0
108	89	6	91.0
108	1239	7	91.0
108	1040	8	90.0
108	1244	9	89.0
108	131	10	88.0
109	1313	1	22.0
109	77	2	19.0
109	1380	3	19.0
109	51	4	18.0
109	1066	5	18.0
109	640	6	17.0
109	859	7	16.0
109	163	8	15.0
109	193	9	15.0
109	244	10	15.0
110	1201	1	140.0
110	1313	2	139.0
110	798	3	122.0
110	329	4	111.0
110	417	5	108.0
110	89	6	98.0
110	721	7	96.0
110	131	8	95.0
110	1239	9	91.0
110	94	10	88.0
111	798	1	146.0
111	1201	2	146.0
111	1313	3	132.0
111	329	4	109.0
111	1040	5	104.0
111	89	6	96.0
111	927	7	93.0
111	131	8	91.0
111	499	9	91.0
111	673	10	89.0
112	1201	1	159.0
112	1313	2	149.0
112	798	3	148.0
112	329	4	131.0
112	131	5	112.0
112	89	6	109.0
112	499	7	107.0
112	721	8	104.0
112	826	9	102.0
112	927	10	99.0
113	1313	1	27.0
113	1040	2	26.0
113	798	3	25.0
113	1066	4	23.0
113	685	5	22.0
113	1381	6	22.0
113	996	7	21.0
113	792	8	20.0
113	193	9	19.0
113	1104	10	19.0
114	1313	1	212.0
114	1201	2	205.0
114	798	3	203.0
114	329	4	160.0
114	1147	5	160.0
114	1239	6	158.0
114	89	7	150.0
114	1047	8	147.0
114	94	9	143.0
114	262	10	141.0
115	1201	1	185.0
115	1313	2	161.0
115	798	3	158.0
115	329	4	131.0
115	89	5	119.0
115	417	6	117.0
115	927	7	116.0
115	94	8	111.0
115	452	9	101.0
115	499	10	101.0
116	1201	1	191.0
116	1313	2	165.0
116	798	3	156.0
116	329	4	132.0
116	417	5	121.0
116	89	6	113.0
116	522	7	111.0
116	94	8	110.0
116	1239	9	110.0
116	499	10	107.0
117	1201	1	178.0
117	1313	2	152.0
117	798	3	144.0
117	1239	4	121.0
117	329	5	111.0
117	417	6	111.0
117	927	7	108.0
117	89	8	104.0
117	1040	9	103.0
117	499	10	100.0
118	1201	1	179.0
118	798	2	164.0
118	1313	3	158.0
118	329	4	133.0
118	1239	5	128.0
118	927	6	112.0
118	452	7	111.0
118	89	8	110.0
118	1040	9	110.0
118	417	10	109.0
120	1201	1	147.0
120	1313	2	139.0
120	798	3	119.0
120	329	4	100.0
120	89	5	94.0
120	1040	6	93.0
120	1239	7	93.0
120	927	8	91.0
120	721	9	89.0
120	1244	10	88.0
121	792	1	34.0
121	1313	2	30.0
121	576	3	29.0
121	1040	4	29.0
121	827	5	28.0
121	160	6	27.0
121	234	7	27.0
121	329	8	27.0
121	704	9	27.0
121	315	10	26.0
122	1201	1	129.0
122	1313	2	123.0
122	798	3	111.0
122	329	4	94.0
122	417	5	91.0
122	499	6	88.0
122	131	7	85.0
122	927	8	85.0
122	1040	9	83.0
122	1239	10	83.0
123	798	1	155.0
123	1313	2	151.0
123	1201	3	149.0
123	329	4	133.0
123	89	5	113.0
123	927	6	110.0
123	131	7	109.0
123	1040	8	105.0
123	417	9	104.0
123	721	10	104.0
124	1201	1	186.0
124	1313	2	181.0
124	798	3	161.0
124	329	4	156.0
124	417	5	132.0
124	89	6	128.0
124	927	7	127.0
124	499	8	122.0
124	94	9	120.0
124	1239	10	119.0
125	1195	1	30.0
125	695	2	28.0
125	173	3	22.0
125	721	4	19.0
125	927	5	19.0
125	997	6	19.0
125	174	7	18.0
125	216	8	18.0
125	792	9	18.0
125	1352	10	18.0
126	773	1	17.0
126	1095	2	14.0
126	1265	3	12.0
126	1328	4	12.0
126	991	5	11.0
126	151	6	10.0
126	579	7	10.0
126	628	8	10.0
126	739	9	10.0
126	974	10	10.0
127	1201	1	164.0
127	1313	2	160.0
127	329	3	142.0
127	798	4	134.0
127	94	5	117.0
127	417	6	111.0
127	89	7	108.0
127	499	8	105.0
127	1040	9	104.0
127	1147	10	102.0
128	329	1	32.0
128	82	2	30.0
128	193	3	30.0
128	962	4	29.0
128	417	5	28.0
128	640	6	27.0
128	1313	7	27.0
128	1235	8	26.0
128	1248	9	25.0
128	1373	10	24.0
129	1201	1	115.0
129	1313	2	94.0
129	798	3	90.0
129	329	4	88.0
129	94	5	77.0
129	417	6	74.0
129	927	7	71.0
129	452	8	70.0
129	1239	9	65.0
129	73	10	63.0
130	1201	1	145.0
130	1313	2	141.0
130	798	3	121.0
130	329	4	104.0
130	1239	5	94.0
130	89	6	91.0
130	1147	7	91.0
130	499	8	89.0
130	721	9	89.0
130	927	10	89.0
131	798	1	75.0
131	1201	2	74.0
131	329	3	68.0
131	1313	4	62.0
131	94	5	57.0
131	315	6	54.0
131	417	7	53.0
131	927	8	53.0
131	452	9	48.0
131	928	10	48.0
132	1313	1	37.0
132	131	2	36.0
132	798	3	33.0
132	927	4	30.0
132	792	5	29.0
132	827	6	29.0
132	1201	7	29.0
132	499	8	28.0
132	640	9	28.0
132	826	10	28.0
133	131	1	36.0
133	1313	2	36.0
133	798	3	33.0
133	792	4	29.0
133	1201	5	29.0
133	499	6	28.0
133	826	7	28.0
133	827	8	28.0
133	927	9	28.0
133	928	10	28.0
134	1313	1	184.0
134	1201	2	178.0
134	798	3	157.0
134	329	4	126.0
134	1239	5	120.0
134	417	6	117.0
134	89	7	113.0
134	1040	8	113.0
134	1147	9	113.0
134	499	10	111.0
135	1201	1	144.0
135	1313	2	127.0
135	798	3	113.0
135	329	4	108.0
135	417	5	92.0
135	927	6	91.0
135	452	7	89.0
135	89	8	86.0
135	94	9	84.0
135	1040	10	83.0
136	1201	1	149.0
136	1313	2	129.0
136	798	3	118.0
136	329	4	107.0
136	89	5	94.0
136	94	6	92.0
136	417	7	92.0
136	927	8	91.0
136	452	9	90.0
136	721	10	89.0
137	798	1	161.0
137	1313	2	154.0
137	1201	3	149.0
137	329	4	142.0
137	417	5	116.0
137	721	6	109.0
137	94	7	106.0
137	1040	8	106.0
137	244	9	105.0
137	89	10	104.0
138	1201	1	131.0
138	798	2	121.0
138	1313	3	115.0
